group,groupDesc,longDesc,passedId,num,ver,status.cat,status.comm,status.first,status.chamber,actionLine,active,sponsor,intro,action,fn,req,approp,current,prefiled,rcws
"1076","Health technology assessment","Concerning the health technology assessment program.","","1076","SHB 1076","RULES","","","H","Referred to Rules 2 Review.","1","Walen","2025-01-31","2025-02-04","SFN","","0","0","0","70.14.100|70.14.110"
"1077","IUD pain control options","Raising awareness of pain control options for intrauterine device placement and removal.","","1077","HB 1077","COMMITTEE","HCW","true","H","First reading, referred to Health Care & Wellness.","1","Walen","2025-01-13","2025-01-13","","","0","0","0",""
"1078","Pet insurance","Concerning pet insurance.","","1078","HB 1078","COMMITTEE","CPB","true","H","First reading, referred to Consumer Protection & Business.","1","Walen","2025-01-13","2025-01-13","SFN","","0","0","0",""
"1079 / 5193","Remote testing","Supporting remote testing options for students enrolled in online school programs.","","1079","HB 1079","SUBSTITUTED","","","H","1st substitute bill substituted.","0","Ortiz-Self","2025-01-13","2025-03-05","SFN","","0","0","0",""
"1079 / 5193","Remote testing","Supporting remote testing options for students enrolled in online school programs.","","1079","SB 5193","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Cortes","2025-01-13","2025-03-06","SFN","","0","0","0",""
"1079","Remote testing","Supporting remote testing options for students enrolled in online school programs.","SHB 1079","1079","SHB 1079","ENACTED","","","","Effective date 7/27/2025.","1","Ortiz-Self","2025-02-17","2025-05-13","","","0","0","0",""
"1080","Lodging fee disclosure","Concerning fee disclosure for lodging accommodations.","","1080","HB 1080","SUBSTITUTED","","","H","1st substitute bill substituted.","0","Donaghy","2025-01-13","2025-03-03","SFN,Loc","","0","0","0","19.48|64.37"
"1080","Lodging fee disclosure","Concerning fee disclosure for lodging accommodations.","","1080","SHB 1080","RULES","","","H","By resolution, returned to House Rules Committee for third reading.","1","Donaghy","2025-02-14","2025-04-27","SFN,Loc","","0","0","0","19.48|64.37"
"1081","Solicited real estate","Establishing consumer protections for owners of solicited real estate.","SHB 1081","1081","HB 1081","SUBSTITUTED","","","H","1st substitute bill substituted.","0","Donaghy","2025-01-13","2025-03-04","SFN","","0","0","0",""
"1081","Solicited real estate","Establishing consumer protections for owners of solicited real estate.","SHB 1081","1081","SHB 1081","ENACTED","","","","Effective date 7/27/2025.","1","Donaghy","2025-02-19","2025-04-21","SFN","","0","0","0",""
"1082 / 5279","Child care provider qualif.","Concerning qualifications for child care providers.","","1082","HB 1082","COMMITTEE","ELHS","true","H","First reading, referred to Early Learning & Human Services.","1","Senn","2025-01-13","2025-01-13","SFN","","0","0","0",""
"1082 / 5279","Child care provider qualif.","Concerning qualifications for child care providers.","","1082","SB 5279","COMMITTEE","ELK12","true","S","First reading, referred to Early Learning & K-12 Education.","1","Wilson, C.","2025-01-15","2025-01-15","SFN","","0","0","0",""
"1083","Aircraft fuel tax distrib.","Concerning the distribution of aircraft fuel tax revenue.","","1083","HB 1083","COMMITTEE","APP","true","H","First reading, referred to Appropriations.","1","Dent","2025-01-13","2025-01-13","SFN","","0","0","0",""
"1084","Unleaded aircraft fuel/tax","Establishing tax exemptions for unleaded aircraft fuel.","","1084","HB 1084","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Dent","2025-01-13","2025-01-13","SFN","","0","0","0","82.08|82.12|82.21.040|82.23a.030|82.23b|82.42.010|82.42.030"
"1085 / 5272","School safety/penalties","Improving school safety by extending penalties for interference by, or intimidation by threat of, force or violence at schools and extracurricular activities and requiring schools to notify the public of such penalties.","","1085","HB 1085","RULES","","","H","Returned to Rules Committee for second reading.","1","Schmidt","2025-01-13","2025-03-19","SFN,Loc","","0","0","0","28a.635|28a.635.090|28a.635.100"
"1085 / 5272","School safety/penalties","Improving school safety by extending penalties for interference by, or intimidation by threat of, force or violence at schools and extracurricular activities and requiring schools to notify the public of such penalties.","","1085","SB 5272","RULES","","","S","Senate Rules ""X"" file.","1","Lovick","2025-01-15","2025-03-17","SFN,Loc","","0","0","0","28a.635|28a.635.090|28a.635.100"
"1085","School safety/penalties","Improving school safety by extending penalties for interference by, or intimidation by threat of, force or violence at schools and extracurricular activities and requiring schools to notify the public of such penalties.","","1085","SHB 1085","RULES","","","H","Returned to Rules Committee for second reading.","1","Schmidt","2025-02-11","2025-03-19","SFN,Loc","","0","0","0","28a.635|28a.635.090|28a.635.100"
"1085","School safety/penalties","Improving school safety by extending penalties for interference by, or intimidation by threat of, force or violence at schools and extracurricular activities and requiring schools to notify the public of such penalties.","","1085","2SHB 1085","RULES","","","H","Returned to Rules Committee for second reading.","1","Schmidt","2025-02-26","2025-03-19","SFN,Loc","","0","0","0","28a.635.090|28a.635.100"
"1086","Motor vehicle chop shops","Concerning motor vehicle chop shops.","","1086","HB 1086","COMMITTEE","CS","true","H","First reading, referred to Community Safety.","1","Low","2025-01-13","2025-01-13","","","0","0","0","9.94a.515|9a.56"
"1087","Criminal endangerment","Expanding the crime of endangerment with a controlled substance to include fentanyl and other high-potency synthetic opioids.","","1087","HB 1087","COMMITTEE","CS","true","H","First reading, referred to Community Safety.","1","Graham","2025-01-13","2025-01-13","","","0","0","0",""
"1088 / 5678","Residential landlord-tenant","Preparing for revisions to the residential landlord-tenant act by creating a task force and establishing a moratorium on new residential landlord-tenant regulations.","","1088","HB 1088","COMMITTEE","HSG","true","H","First reading, referred to Housing.","1","Barkis","2025-01-13","2025-01-13","","","0","0","0","35.21|35a.21|36.01"
"1088 / 5678","Residential landlord-tenant","Preparing for revisions to the residential landlord-tenant act by creating a task force and establishing a moratorium on new residential landlord-tenant regulations.","","1088","SB 5678","COMMITTEE","HSG","true","S","First reading, referred to Housing.","1","Dozier","2025-02-06","2025-02-06","SFN,Loc","","0","0","0","35.21|35a.21|36.01"
"1089 / 5740","Eviction reform","Concerning eviction reform and tenant safety.","","1089","HB 1089","COMMITTEE","HSG","true","H","First reading, referred to Housing.","1","Barkis","2025-01-13","2025-01-13","SFN","","0","0","0","59.12.050|59.18.050|59.18.130|59.18.180|59.18.365|59.18.370|59.18.380|59.18.640|59.18.650"
"1089 / 5740","Eviction reform","Concerning eviction reform and tenant safety.","","1089","SB 5740","COMMITTEE","HSG","true","S","First reading, referred to Housing.","1","Braun","2025-02-13","2025-02-13","SFN","","0","0","0","59.12.050|59.18.050|59.18.130|59.18.180|59.18.365|59.18.370|59.18.380|59.18.640|59.18.650"
"1090 / 5498","Contraceptive coverage","Concerning contraceptive coverage.","SB 5498","1090","HB 1090","RULES","","","H","Returned to Rules Committee for second reading.","1","Alvarado","2025-01-13","2025-03-19","SFN","","0","0","0",""
"1090 / 5498","Contraceptive coverage","Concerning contraceptive coverage.","SB 5498","1090","SB 5498","ENACTED","","","","Effective date 1/1/2026.","1","Alvarado","2025-01-27","2025-04-22","","","0","0","0",""
"1091","SVP supervision credit","Concerning sexually violent predators' ineligibility to earn supervision compliance credit.","","1091","HB 1091","RULES","","","H","Referred to Rules 2 Review.","1","Couture","2025-01-13","2025-01-24","SFN","","0","0","0",""
"1092","Children/controlled sub.","Maintaining the safety of children.","","1092","HB 1092","COMMITTEE","ELHS","true","H","First reading, referred to Early Learning & Human Services.","1","Couture","2025-01-13","2025-01-13","SFN,Loc","","0","0","0","13.34.050|13.34.065|13.34.130|26.44.030|26.44.050|26.44.056"
"1093 / 5507","Massage therapy coverage","Providing coverage for massage therapy under medical assistance plans.","","1093","HB 1093","COMMITTEE","HCW","true","H","First reading, referred to Health Care & Wellness.","1","Kloba","2025-01-13","2025-01-13","","","0","0","0",""
"1093 / 5507","Massage therapy coverage","Providing coverage for massage therapy under medical assistance plans.","","1093","SB 5507","COMMITTEE","HLTC","true","S","First reading, referred to Health & Long-Term Care.","1","Cleveland","2025-01-27","2025-01-27","SFN","","0","0","0",""
"1094 / 5697","Social services/property tax","Providing a property tax exemption for property owned by a qualifying nonprofit organization and loaned, leased, or rented to and used by any government entity to provide character-building, benevolent, protective, or rehabilitative social services.","HB 1094","1094","HB 1094","ENACTED","","","","Effective date 7/27/2025.","1","Walen","2025-01-13","2025-04-07","SFN,Loc","","0","0","0",""
"1094 / 5697","Social services/property tax","Providing a property tax exemption for property owned by a qualifying nonprofit organization and loaned, leased, or rented to and used by any government entity to provide character-building, benevolent, protective, or rehabilitative social services.","HB 1094","1094","SB 5697","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Slatter","2025-02-07","2025-04-27","SFN,Loc","","0","0","0",""
"1095","Law enforcement funding","Incentivizing cities and counties to attract and retain commissioned law enforcement officers.","","1095","HB 1095","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Walen","2025-01-13","2025-01-13","SFN,Loc","","0","0","0","43.101.200|82.14"
"1096","Lot splitting","Increasing housing options through lot splitting.","E2SHB 1096","1096","HB 1096","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Barkis","2025-01-13","2025-03-06","SFN,Loc","","0","0","0",""
"1096","Lot splitting","Increasing housing options through lot splitting.","E2SHB 1096","1096","SHB 1096","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Barkis","2025-01-27","2025-03-06","SFN,Loc","","0","0","0",""
"1096","Lot splitting","Increasing housing options through lot splitting.","E2SHB 1096","1096","2SHB 1096","OTHER","","","H","","0","Barkis","2025-02-20","","SFN,Loc","","0","0","0","36.70a.635|58.17"
"1096","Lot splitting","Increasing housing options through lot splitting.","E2SHB 1096","1096","E2SHB 1096","ENACTED","","","","Effective date 7/27/2025.","1","Barkis","2025-02-20","2025-05-17","SFN,Loc","","0","0","0","36.70a.635|58.17"
"1097","Gov. services beyond UGA","Extending governmental services beyond the urban growth area in specific circumstances.","","1097","HB 1097","COMMITTEE","LG","true","H","First reading, referred to Local Government.","1","Low","2025-01-13","2025-01-13","SFN,Loc","","0","0","0",""
"1098 / 5544","County local roads","Concerning county local roads.","","1098","HB 1098","RULES","","","H","Returned to Rules Committee for second reading.","1","Low","2025-01-13","2025-03-19","SFN,Loc","","0","0","0",""
"1098 / 5544","County local roads","Concerning county local roads.","","1098","SB 5544","COMMITTEE","TRAN","true","S","First reading, referred to Transportation.","1","Liias","2025-01-28","2025-01-28","","","0","0","0",""
"1098","County local roads","Concerning county local roads.","","1098","SHB 1098","RULES","","","H","Returned to Rules Committee for second reading.","1","Low","2025-02-06","2025-03-19","","","0","0","0",""
"1099 / 5731","Tenant assistance program","Creating a tenant assistance program.","","1099","HB 1099","COMMITTEE","HSG","true","H","First reading, referred to Housing.","1","Low","2025-01-13","2025-01-13","SFN,Loc","","0","0","0","36.22.250|43.31|44.28"
"1099 / 5731","Tenant assistance program","Creating a tenant assistance program.","","1099","SB 5731","COMMITTEE","HSG","true","S","First reading, referred to Housing.","1","Goehner","2025-02-11","2025-02-11","SFN,Loc","","0","0","0","36.22.250|43.31|44.28"
"1100","Local sales and use tax","Creating a local sales and use tax.","","1100","HB 1100","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Jacobsen","2025-01-13","2025-01-13","SFN,Loc","","0","0","0",""
"1101","Vehicular homicide offenses","Concerning vehicular homicide offenses.","","1101","HB 1101","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Jacobsen","2025-01-13","2025-02-03","SFN,Loc","","0","0","0",""
